,currency,sector,credit_source,time,variable,value
230,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-02-01,Innenlandsk lσnegjeld,2639.387
231,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-03-01,Innenlandsk lσnegjeld,2673.002
232,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-04-01,Innenlandsk lσnegjeld,2695.12
233,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-05-01,Innenlandsk lσnegjeld,2742.065
234,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-06-01,Innenlandsk lσnegjeld,2783.44
235,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-07-01,Innenlandsk lσnegjeld,2803.517
236,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-08-01,Innenlandsk lσnegjeld,2830.911
237,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-09-01,Innenlandsk lσnegjeld,2853.621
238,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-10-01,Innenlandsk lσnegjeld,2878.064
239,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-11-01,Innenlandsk lσnegjeld,2928.862
240,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-12-01,Innenlandsk lσnegjeld,2959.312
241,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-01-01,Innenlandsk lσnegjeld,2984.471
242,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-02-01,Innenlandsk lσnegjeld,3013.343
243,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-03-01,Innenlandsk lσnegjeld,3042.776
244,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-04-01,Innenlandsk lσnegjeld,3076.588
245,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-05-01,Innenlandsk lσnegjeld,3106.334
246,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-06-01,Innenlandsk lσnegjeld,3139.547
247,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-07-01,Innenlandsk lσnegjeld,3157.255
248,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-08-01,Innenlandsk lσnegjeld,3175.516
249,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-09-01,Innenlandsk lσnegjeld,3212.096
250,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-10-01,Innenlandsk lσnegjeld,3253.644
251,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-11-01,Innenlandsk lσnegjeld,3286.833
252,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-12-01,Innenlandsk lσnegjeld,3313.262
253,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-01-01,Innenlandsk lσnegjeld,3316.216
254,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-02-01,Innenlandsk lσnegjeld,3338.707
255,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-03-01,Innenlandsk lσnegjeld,3346.895
256,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-04-01,Innenlandsk lσnegjeld,3358.508
257,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-05-01,Innenlandsk lσnegjeld,3372.29
258,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-06-01,Innenlandsk lσnegjeld,3384.249
259,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-07-01,Innenlandsk lσnegjeld,3384.292
260,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-08-01,Innenlandsk lσnegjeld,3377.097
261,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-09-01,Innenlandsk lσnegjeld,3386.083
262,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-10-01,Innenlandsk lσnegjeld,3393.736
263,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-11-01,Innenlandsk lσnegjeld,3410.237
264,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-12-01,Innenlandsk lσnegjeld,3407.926
265,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-01-01,Innenlandsk lσnegjeld,3427.26
266,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-02-01,Innenlandsk lσnegjeld,3446.729
267,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-03-01,Innenlandsk lσnegjeld,3456.068
268,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-04-01,Innenlandsk lσnegjeld,3470.311
269,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-05-01,Innenlandsk lσnegjeld,3504.868
270,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-06-01,Innenlandsk lσnegjeld,3535.09
271,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-07-01,Innenlandsk lσnegjeld,3534.079
272,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-08-01,Innenlandsk lσnegjeld,3548.392
273,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-09-01,Innenlandsk lσnegjeld,3556.928
274,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-10-01,Innenlandsk lσnegjeld,3579.185
275,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-11-01,Innenlandsk lσnegjeld,3616.155
276,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-12-01,Innenlandsk lσnegjeld,3614.305
277,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-01-01,Innenlandsk lσnegjeld,3635.038
278,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-02-01,Innenlandsk lσnegjeld,3642.986
279,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-03-01,Innenlandsk lσnegjeld,3662.46
280,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-04-01,Innenlandsk lσnegjeld,3681.024
281,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-05-01,Innenlandsk lσnegjeld,3712.137
282,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-06-01,Innenlandsk lσnegjeld,3727.301
283,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-07-01,Innenlandsk lσnegjeld,3743.299
284,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-08-01,Innenlandsk lσnegjeld,3759.169
285,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-09-01,Innenlandsk lσnegjeld,3794.955
286,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-10-01,Innenlandsk lσnegjeld,3810.484
287,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-11-01,Innenlandsk lσnegjeld,3841.615
288,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-12-01,Innenlandsk lσnegjeld,3863.392
289,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-01-01,Innenlandsk lσnegjeld,3889.436
290,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-02-01,Innenlandsk lσnegjeld,3902.058
291,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-03-01,Innenlandsk lσnegjeld,3913.738
292,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-04-01,Innenlandsk lσnegjeld,3929.114
293,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-05-01,Innenlandsk lσnegjeld,3965.448
294,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-06-01,Innenlandsk lσnegjeld,3993.532
295,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-07-01,Innenlandsk lσnegjeld,4006.788
296,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-08-01,Innenlandsk lσnegjeld,4015.537
297,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-09-01,Innenlandsk lσnegjeld,4036.068
298,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-10-01,Innenlandsk lσnegjeld,4060.471
299,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-11-01,Innenlandsk lσnegjeld,4094.28
300,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-12-01,Innenlandsk lσnegjeld,4090.385
301,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-01-01,Innenlandsk lσnegjeld,4112.542
302,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-02-01,Innenlandsk lσnegjeld,4136.021
303,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-03-01,Innenlandsk lσnegjeld,4157.327
304,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-04-01,Innenlandsk lσnegjeld,4184.6
305,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-05-01,Innenlandsk lσnegjeld,4216.9
306,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-06-01,Innenlandsk lσnegjeld,4250.79
307,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-07-01,Innenlandsk lσnegjeld,4256.833
308,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-08-01,Innenlandsk lσnegjeld,4277.003
309,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-09-01,Innenlandsk lσnegjeld,4303.619
310,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-10-01,Innenlandsk lσnegjeld,4324.659
311,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-11-01,Innenlandsk lσnegjeld,4357.53
312,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-12-01,Innenlandsk lσnegjeld,4369.394
313,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-01-01,Innenlandsk lσnegjeld,4385.452
314,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-02-01,Innenlandsk lσnegjeld,4402.458
315,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-03-01,Innenlandsk lσnegjeld,4419.691
316,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-04-01,Innenlandsk lσnegjeld,4442.96
317,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-05-01,Innenlandsk lσnegjeld,4468.96
318,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-06-01,Innenlandsk lσnegjeld,4498.4
319,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-07-01,Innenlandsk lσnegjeld,4511.224
320,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-08-01,Innenlandsk lσnegjeld,4518.803
321,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-09-01,Innenlandsk lσnegjeld,4553.108
322,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-10-01,Innenlandsk lσnegjeld,4585.206
323,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-11-01,Innenlandsk lσnegjeld,4614.416
324,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-12-01,Innenlandsk lσnegjeld,4631.558
325,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-01-01,Innenlandsk lσnegjeld,4661.026
326,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-02-01,Innenlandsk lσnegjeld,4673.74
327,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-03-01,Innenlandsk lσnegjeld,4713.556
328,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-04-01,Innenlandsk lσnegjeld,4721.84
329,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-05-01,Innenlandsk lσnegjeld,4767.069
330,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-06-01,Innenlandsk lσnegjeld,4791.528
331,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-07-01,Innenlandsk lσnegjeld,4804.36
332,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-08-01,Innenlandsk lσnegjeld,4827.742
333,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-09-01,Innenlandsk lσnegjeld,4853.021
334,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-10-01,Innenlandsk lσnegjeld,4880.546
335,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-11-01,Innenlandsk lσnegjeld,4887.583
336,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-12-01,Innenlandsk lσnegjeld,4906.474
337,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-01-01,Innenlandsk lσnegjeld,4919.689
338,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-02-01,Innenlandsk lσnegjeld,4938.01
339,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-03-01,Innenlandsk lσnegjeld,4949.796
340,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-04-01,Innenlandsk lσnegjeld,4972.629
341,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-05-01,Innenlandsk lσnegjeld,5005.208
342,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-06-01,Innenlandsk lσnegjeld,5034.343
343,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-07-01,Innenlandsk lσnegjeld,5046.307
344,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-08-01,Innenlandsk lσnegjeld,5059.694
345,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-09-01,Innenlandsk lσnegjeld,5079.406
346,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-10-01,Innenlandsk lσnegjeld,5109.673
347,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-11-01,Innenlandsk lσnegjeld,5129.896
348,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-12-01,Innenlandsk lσnegjeld,5132.194
349,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-01-01,Innenlandsk lσnegjeld,5153.205
350,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-02-01,Innenlandsk lσnegjeld,5171.826
351,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-03-01,Innenlandsk lσnegjeld,5207.972
352,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-04-01,Innenlandsk lσnegjeld,5232.124
353,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-05-01,Innenlandsk lσnegjeld,5274.716
354,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-06-01,Innenlandsk lσnegjeld,5320.552
355,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-07-01,Innenlandsk lσnegjeld,5320.661
356,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-08-01,Innenlandsk lσnegjeld,5333.861
357,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-09-01,Innenlandsk lσnegjeld,5373.48
358,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-10-01,Innenlandsk lσnegjeld,5403.362
359,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-11-01,Innenlandsk lσnegjeld,5432.852
360,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-12-01,Innenlandsk lσnegjeld,5460.503
361,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-01-01,Innenlandsk lσnegjeld,5428.857
362,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-02-01,Innenlandsk lσnegjeld,5458.347
363,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-03-01,Innenlandsk lσnegjeld,5482.369
364,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-04-01,Innenlandsk lσnegjeld,5516.832
365,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-05-01,Innenlandsk lσnegjeld,5548.587
366,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-06-01,Innenlandsk lσnegjeld,5581.802
367,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-07-01,Innenlandsk lσnegjeld,5588.889
368,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-08-01,Innenlandsk lσnegjeld,5617.744
369,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-09-01,Innenlandsk lσnegjeld,5627.742
370,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-10-01,Innenlandsk lσnegjeld,5669.919
371,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-11-01,Innenlandsk lσnegjeld,5701.275
372,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-12-01,Innenlandsk lσnegjeld,5728.887
373,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2019-01-01,Innenlandsk lσnegjeld,5750.877
374,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2019-02-01,Innenlandsk lσnegjeld,5783.197
375,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2019-03-01,Innenlandsk lσnegjeld,5813.153
376,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2019-04-01,Innenlandsk lσnegjeld,5842.104
377,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2019-05-01,Innenlandsk lσnegjeld,5874.407
378,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2019-06-01,Innenlandsk lσnegjeld,5906.381
379,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2019-07-01,Innenlandsk lσnegjeld,5910.18
380,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2019-08-01,Innenlandsk lσnegjeld,5936.487
381,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2019-09-01,Innenlandsk lσnegjeld,5967.766
382,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2019-10-01,Innenlandsk lσnegjeld,6007.389
383,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2019-11-01,Innenlandsk lσnegjeld,6026.806
384,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2019-12-01,Innenlandsk lσnegjeld,6021.664
385,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2020-01-01,Innenlandsk lσnegjeld,6052.93
386,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2020-02-01,Innenlandsk lσnegjeld,6082.602
387,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2020-03-01,Innenlandsk lσnegjeld,6131.193
388,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2020-04-01,Innenlandsk lσnegjeld,6150.979
389,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2020-05-01,Innenlandsk lσnegjeld,6171.212
5070,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1987-12-01,Innenlandsk lσnegjeld,51.676
5071,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-01-01,Innenlandsk lσnegjeld,52.115
5072,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-02-01,Innenlandsk lσnegjeld,52.466
5073,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-03-01,Innenlandsk lσnegjeld,53.027
5074,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-04-01,Innenlandsk lσnegjeld,52.53
5075,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-05-01,Innenlandsk lσnegjeld,53.46
5076,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-06-01,Innenlandsk lσnegjeld,53.435
5077,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-07-01,Innenlandsk lσnegjeld,55.799
5078,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-08-01,Innenlandsk lσnegjeld,56.696
5079,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-09-01,Innenlandsk lσnegjeld,57.52
5080,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-10-01,Innenlandsk lσnegjeld,56.913
5081,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-11-01,Innenlandsk lσnegjeld,58.368
5082,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-12-01,Innenlandsk lσnegjeld,59.565
5083,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-01-01,Innenlandsk lσnegjeld,61.05
5084,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-02-01,Innenlandsk lσnegjeld,60.896
5085,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-03-01,Innenlandsk lσnegjeld,61.707
5086,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-04-01,Innenlandsk lσnegjeld,61.198
5087,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-05-01,Innenlandsk lσnegjeld,63.037
5088,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-06-01,Innenlandsk lσnegjeld,63.683
5089,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-07-01,Innenlandsk lσnegjeld,66.026
5090,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-08-01,Innenlandsk lσnegjeld,66.231
5091,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-09-01,Innenlandsk lσnegjeld,66.717
5092,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-10-01,Innenlandsk lσnegjeld,66.003
5093,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-11-01,Innenlandsk lσnegjeld,66.527
5094,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-12-01,Innenlandsk lσnegjeld,67.872
5095,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-01-01,Innenlandsk lσnegjeld,68.988
5096,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-02-01,Innenlandsk lσnegjeld,68.43
5097,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-03-01,Innenlandsk lσnegjeld,68.759
5098,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-04-01,Innenlandsk lσnegjeld,66.953
5099,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-05-01,Innenlandsk lσnegjeld,66.966
5100,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-06-01,Innenlandsk lσnegjeld,66.361
5101,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-07-01,Innenlandsk lσnegjeld,68.019
5102,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-08-01,Innenlandsk lσnegjeld,66.94
5103,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-09-01,Innenlandsk lσnegjeld,67.613
5104,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-10-01,Innenlandsk lσnegjeld,66.929
5105,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-11-01,Innenlandsk lσnegjeld,67.324
5106,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-12-01,Innenlandsk lσnegjeld,68.021
5107,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-01-01,Innenlandsk lσnegjeld,68.279
5108,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-02-01,Innenlandsk lσnegjeld,67.916
5109,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-03-01,Innenlandsk lσnegjeld,68.118
5110,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-04-01,Innenlandsk lσnegjeld,66.232
5111,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-05-01,Innenlandsk lσnegjeld,66.03
5112,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-06-01,Innenlandsk lσnegjeld,65.908
5113,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-07-01,Innenlandsk lσnegjeld,67.385
5114,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-08-01,Innenlandsk lσnegjeld,67.089
5115,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-09-01,Innenlandsk lσnegjeld,67.765
5116,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-10-01,Innenlandsk lσnegjeld,66.927
5117,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-11-01,Innenlandsk lσnegjeld,67.459
5118,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-12-01,Innenlandsk lσnegjeld,68.061
5119,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-01-01,Innenlandsk lσnegjeld,68.525
5120,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-02-01,Innenlandsk lσnegjeld,68.349
5121,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-03-01,Innenlandsk lσnegjeld,68.195
5122,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-04-01,Innenlandsk lσnegjeld,68.124
5123,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-05-01,Innenlandsk lσnegjeld,69.072
5124,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-06-01,Innenlandsk lσnegjeld,69.342
5125,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-07-01,Innenlandsk lσnegjeld,70.985
5126,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-08-01,Innenlandsk lσnegjeld,70.372
5127,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-09-01,Innenlandsk lσnegjeld,70.997
5128,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-10-01,Innenlandsk lσnegjeld,70.651
5129,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-11-01,Innenlandsk lσnegjeld,71.159
5130,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-12-01,Innenlandsk lσnegjeld,71.747
5131,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-01-01,Innenlandsk lσnegjeld,72.912
