,currency,sector,credit_source,time,variable,value
230,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-02-01,Innenlandsk lσnegjeld,2639.387
231,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-03-01,Innenlandsk lσnegjeld,2673.002
232,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-04-01,Innenlandsk lσnegjeld,2695.12
233,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-05-01,Innenlandsk lσnegjeld,2742.065
234,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-06-01,Innenlandsk lσnegjeld,2783.44
235,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-07-01,Innenlandsk lσnegjeld,2803.517
236,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-08-01,Innenlandsk lσnegjeld,2830.911
237,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-09-01,Innenlandsk lσnegjeld,2853.621
238,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-10-01,Innenlandsk lσnegjeld,2878.064
239,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-11-01,Innenlandsk lσnegjeld,2928.862
240,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2007-12-01,Innenlandsk lσnegjeld,2959.312
241,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-01-01,Innenlandsk lσnegjeld,2984.471
242,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-02-01,Innenlandsk lσnegjeld,3013.343
243,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-03-01,Innenlandsk lσnegjeld,3042.776
244,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-04-01,Innenlandsk lσnegjeld,3076.588
245,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-05-01,Innenlandsk lσnegjeld,3106.334
246,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-06-01,Innenlandsk lσnegjeld,3139.547
247,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-07-01,Innenlandsk lσnegjeld,3157.255
248,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-08-01,Innenlandsk lσnegjeld,3175.516
249,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-09-01,Innenlandsk lσnegjeld,3212.096
250,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-10-01,Innenlandsk lσnegjeld,3253.644
251,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-11-01,Innenlandsk lσnegjeld,3286.833
252,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2008-12-01,Innenlandsk lσnegjeld,3313.262
253,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-01-01,Innenlandsk lσnegjeld,3316.216
254,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-02-01,Innenlandsk lσnegjeld,3338.707
255,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-03-01,Innenlandsk lσnegjeld,3346.895
256,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-04-01,Innenlandsk lσnegjeld,3358.508
257,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-05-01,Innenlandsk lσnegjeld,3372.29
258,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-06-01,Innenlandsk lσnegjeld,3384.249
259,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-07-01,Innenlandsk lσnegjeld,3384.292
260,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-08-01,Innenlandsk lσnegjeld,3377.097
261,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-09-01,Innenlandsk lσnegjeld,3386.083
262,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-10-01,Innenlandsk lσnegjeld,3393.736
263,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-11-01,Innenlandsk lσnegjeld,3410.237
264,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2009-12-01,Innenlandsk lσnegjeld,3407.926
265,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-01-01,Innenlandsk lσnegjeld,3427.26
266,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-02-01,Innenlandsk lσnegjeld,3446.729
267,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-03-01,Innenlandsk lσnegjeld,3456.068
268,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-04-01,Innenlandsk lσnegjeld,3470.311
269,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-05-01,Innenlandsk lσnegjeld,3504.868
270,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-06-01,Innenlandsk lσnegjeld,3535.09
271,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-07-01,Innenlandsk lσnegjeld,3534.079
272,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-08-01,Innenlandsk lσnegjeld,3548.392
273,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-09-01,Innenlandsk lσnegjeld,3556.928
274,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-10-01,Innenlandsk lσnegjeld,3579.185
275,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-11-01,Innenlandsk lσnegjeld,3616.155
276,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2010-12-01,Innenlandsk lσnegjeld,3614.305
277,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-01-01,Innenlandsk lσnegjeld,3635.038
278,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-02-01,Innenlandsk lσnegjeld,3642.986
279,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-03-01,Innenlandsk lσnegjeld,3662.46
280,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-04-01,Innenlandsk lσnegjeld,3681.024
281,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-05-01,Innenlandsk lσnegjeld,3712.137
282,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-06-01,Innenlandsk lσnegjeld,3727.301
283,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-07-01,Innenlandsk lσnegjeld,3743.299
284,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-08-01,Innenlandsk lσnegjeld,3759.169
285,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-09-01,Innenlandsk lσnegjeld,3794.955
286,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-10-01,Innenlandsk lσnegjeld,3810.484
287,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-11-01,Innenlandsk lσnegjeld,3841.615
288,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2011-12-01,Innenlandsk lσnegjeld,3863.392
289,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-01-01,Innenlandsk lσnegjeld,3889.436
290,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-02-01,Innenlandsk lσnegjeld,3902.058
291,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-03-01,Innenlandsk lσnegjeld,3913.738
292,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-04-01,Innenlandsk lσnegjeld,3929.114
293,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-05-01,Innenlandsk lσnegjeld,3965.448
294,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-06-01,Innenlandsk lσnegjeld,3993.532
295,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-07-01,Innenlandsk lσnegjeld,4006.788
296,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-08-01,Innenlandsk lσnegjeld,4015.537
297,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-09-01,Innenlandsk lσnegjeld,4036.068
298,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-10-01,Innenlandsk lσnegjeld,4060.471
299,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-11-01,Innenlandsk lσnegjeld,4094.28
300,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2012-12-01,Innenlandsk lσnegjeld,4090.385
301,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-01-01,Innenlandsk lσnegjeld,4112.542
302,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-02-01,Innenlandsk lσnegjeld,4136.021
303,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-03-01,Innenlandsk lσnegjeld,4157.327
304,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-04-01,Innenlandsk lσnegjeld,4184.6
305,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-05-01,Innenlandsk lσnegjeld,4216.9
306,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-06-01,Innenlandsk lσnegjeld,4250.79
307,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-07-01,Innenlandsk lσnegjeld,4256.833
308,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-08-01,Innenlandsk lσnegjeld,4277.003
309,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-09-01,Innenlandsk lσnegjeld,4303.619
310,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-10-01,Innenlandsk lσnegjeld,4324.659
311,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-11-01,Innenlandsk lσnegjeld,4357.53
312,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2013-12-01,Innenlandsk lσnegjeld,4369.394
313,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-01-01,Innenlandsk lσnegjeld,4385.452
314,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-02-01,Innenlandsk lσnegjeld,4402.458
315,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-03-01,Innenlandsk lσnegjeld,4419.691
316,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-04-01,Innenlandsk lσnegjeld,4442.96
317,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-05-01,Innenlandsk lσnegjeld,4468.96
318,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-06-01,Innenlandsk lσnegjeld,4498.4
319,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-07-01,Innenlandsk lσnegjeld,4511.224
320,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-08-01,Innenlandsk lσnegjeld,4518.803
321,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-09-01,Innenlandsk lσnegjeld,4553.108
322,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-10-01,Innenlandsk lσnegjeld,4585.206
323,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-11-01,Innenlandsk lσnegjeld,4614.416
324,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2014-12-01,Innenlandsk lσnegjeld,4631.558
325,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-01-01,Innenlandsk lσnegjeld,4661.303
326,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-02-01,Innenlandsk lσnegjeld,4674.307
327,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-03-01,Innenlandsk lσnegjeld,4714.399
328,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-04-01,Innenlandsk lσnegjeld,4722.852
329,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-05-01,Innenlandsk lσnegjeld,4768.243
330,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-06-01,Innenlandsk lσnegjeld,4792.855
331,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-07-01,Innenlandsk lσnegjeld,4805.692
332,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-08-01,Innenlandsk lσnegjeld,4829.069
333,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-09-01,Innenlandsk lσnegjeld,4854.362
334,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-10-01,Innenlandsk lσnegjeld,4883.143
335,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-11-01,Innenlandsk lσnegjeld,4891.571
336,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2015-12-01,Innenlandsk lσnegjeld,4911.98
337,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-01-01,Innenlandsk lσnegjeld,4925.44
338,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-02-01,Innenlandsk lσnegjeld,4943.999
339,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-03-01,Innenlandsk lσnegjeld,4956.024
340,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-04-01,Innenlandsk lσnegjeld,4979.144
341,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-05-01,Innenlandsk lσnegjeld,5012.011
342,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-06-01,Innenlandsk lσnegjeld,5041.434
343,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-07-01,Innenlandsk lσnegjeld,5053.461
344,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-08-01,Innenlandsk lσnegjeld,5066.912
345,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-09-01,Innenlandsk lσnegjeld,5086.688
346,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-10-01,Innenlandsk lσnegjeld,5117.028
347,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-11-01,Innenlandsk lσnegjeld,5137.324
348,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2016-12-01,Innenlandsk lσnegjeld,5139.694
349,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-01-01,Innenlandsk lσnegjeld,5160.768
350,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-02-01,Innenlandsk lσnegjeld,5179.451
351,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-03-01,Innenlandsk lσnegjeld,5215.658
352,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-04-01,Innenlandsk lσnegjeld,5239.802
353,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-05-01,Innenlandsk lσnegjeld,5282.386
354,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-06-01,Innenlandsk lσnegjeld,5328.214
355,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-07-01,Innenlandsk lσnegjeld,5328.33
356,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-08-01,Innenlandsk lσnegjeld,5341.54
357,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-09-01,Innenlandsk lσnegjeld,5381.167
358,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-10-01,Innenlandsk lσnegjeld,5411.341
359,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-11-01,Innenlandsk lσnegjeld,5441.122
360,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2017-12-01,Innenlandsk lσnegjeld,5469.064
361,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-01-01,Innenlandsk lσnegjeld,5433.496
362,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-02-01,Innenlandsk lσnegjeld,5462.837
363,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-03-01,Innenlandsk lσnegjeld,5486.739
364,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-04-01,Innenlandsk lσnegjeld,5521.146
365,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-05-01,Innenlandsk lσnegjeld,5553.001
366,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-06-01,Innenlandsk lσnegjeld,5586.196
367,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-07-01,Innenlandsk lσnegjeld,5593.284
368,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-08-01,Innenlandsk lσnegjeld,5622.188
369,00 I alt,Kred01 Publikum,LTOT Lσnegjeld i alt,2018-09-01,Innenlandsk lσnegjeld,5634.227
4440,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1987-12-01,Innenlandsk lσnegjeld,51.676
4441,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-01-01,Innenlandsk lσnegjeld,52.115
4442,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-02-01,Innenlandsk lσnegjeld,52.466
4443,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-03-01,Innenlandsk lσnegjeld,53.027
4444,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-04-01,Innenlandsk lσnegjeld,52.53
4445,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-05-01,Innenlandsk lσnegjeld,53.46
4446,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-06-01,Innenlandsk lσnegjeld,53.435
4447,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-07-01,Innenlandsk lσnegjeld,55.799
4448,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-08-01,Innenlandsk lσnegjeld,56.696
4449,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-09-01,Innenlandsk lσnegjeld,57.52
4450,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-10-01,Innenlandsk lσnegjeld,56.913
4451,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-11-01,Innenlandsk lσnegjeld,58.368
4452,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1988-12-01,Innenlandsk lσnegjeld,59.565
4453,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-01-01,Innenlandsk lσnegjeld,61.05
4454,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-02-01,Innenlandsk lσnegjeld,60.896
4455,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-03-01,Innenlandsk lσnegjeld,61.707
4456,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-04-01,Innenlandsk lσnegjeld,61.198
4457,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-05-01,Innenlandsk lσnegjeld,63.037
4458,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-06-01,Innenlandsk lσnegjeld,63.683
4459,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-07-01,Innenlandsk lσnegjeld,66.026
4460,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-08-01,Innenlandsk lσnegjeld,66.231
4461,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-09-01,Innenlandsk lσnegjeld,66.717
4462,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-10-01,Innenlandsk lσnegjeld,66.003
4463,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-11-01,Innenlandsk lσnegjeld,66.527
4464,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1989-12-01,Innenlandsk lσnegjeld,67.872
4465,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-01-01,Innenlandsk lσnegjeld,68.988
4466,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-02-01,Innenlandsk lσnegjeld,68.43
4467,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-03-01,Innenlandsk lσnegjeld,68.759
4468,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-04-01,Innenlandsk lσnegjeld,66.953
4469,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-05-01,Innenlandsk lσnegjeld,66.966
4470,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-06-01,Innenlandsk lσnegjeld,66.361
4471,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-07-01,Innenlandsk lσnegjeld,68.019
4472,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-08-01,Innenlandsk lσnegjeld,66.94
4473,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-09-01,Innenlandsk lσnegjeld,67.613
4474,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-10-01,Innenlandsk lσnegjeld,66.929
4475,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-11-01,Innenlandsk lσnegjeld,67.324
4476,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1990-12-01,Innenlandsk lσnegjeld,68.021
4477,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-01-01,Innenlandsk lσnegjeld,68.279
4478,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-02-01,Innenlandsk lσnegjeld,67.916
4479,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-03-01,Innenlandsk lσnegjeld,68.118
4480,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-04-01,Innenlandsk lσnegjeld,66.232
4481,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-05-01,Innenlandsk lσnegjeld,66.03
4482,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-06-01,Innenlandsk lσnegjeld,65.908
4483,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-07-01,Innenlandsk lσnegjeld,67.385
4484,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-08-01,Innenlandsk lσnegjeld,67.089
4485,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-09-01,Innenlandsk lσnegjeld,67.765
4486,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-10-01,Innenlandsk lσnegjeld,66.927
4487,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-11-01,Innenlandsk lσnegjeld,67.459
4488,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1991-12-01,Innenlandsk lσnegjeld,68.061
4489,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-01-01,Innenlandsk lσnegjeld,68.525
4490,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-02-01,Innenlandsk lσnegjeld,68.349
4491,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-03-01,Innenlandsk lσnegjeld,68.195
4492,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-04-01,Innenlandsk lσnegjeld,68.124
4493,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-05-01,Innenlandsk lσnegjeld,69.072
4494,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-06-01,Innenlandsk lσnegjeld,69.342
4495,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-07-01,Innenlandsk lσnegjeld,70.985
4496,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-08-01,Innenlandsk lσnegjeld,70.372
4497,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-09-01,Innenlandsk lσnegjeld,70.997
4498,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-10-01,Innenlandsk lσnegjeld,70.651
4499,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-11-01,Innenlandsk lσnegjeld,71.159
4500,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1992-12-01,Innenlandsk lσnegjeld,71.747
4501,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-01-01,Innenlandsk lσnegjeld,72.912
4502,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-02-01,Innenlandsk lσnegjeld,73.361
4503,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-03-01,Innenlandsk lσnegjeld,73.167
4504,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-04-01,Innenlandsk lσnegjeld,73.438
4505,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-05-01,Innenlandsk lσnegjeld,73.224
4506,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-06-01,Innenlandsk lσnegjeld,73.3
4507,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-07-01,Innenlandsk lσnegjeld,75.678
4508,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-08-01,Innenlandsk lσnegjeld,75.339
4509,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-09-01,Innenlandsk lσnegjeld,76.67
4510,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-10-01,Innenlandsk lσnegjeld,76.66
4511,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-11-01,Innenlandsk lσnegjeld,76.789
4512,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1993-12-01,Innenlandsk lσnegjeld,77.349
4513,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1994-01-01,Innenlandsk lσnegjeld,77.608
4514,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1994-02-01,Innenlandsk lσnegjeld,77.218
4515,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1994-03-01,Innenlandsk lσnegjeld,77.414
4516,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1994-04-01,Innenlandsk lσnegjeld,76.317
4517,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1994-05-01,Innenlandsk lσnegjeld,76.047
4518,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1994-06-01,Innenlandsk lσnegjeld,76.1
4519,00 I alt,Kred02 Kommuneforvaltningen,LTOT Lσnegjeld i alt,1994-07-01,Innenlandsk lσnegjeld,77.729
